comment_counter,comment_text,clear_comment_spell,Sign_sen_str,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,word_count,sd,ave_sentiment
source1_26373964_23,"You know the numbers are suspect.....when the very same report tells you........ 'The Government?????????????????s net debt (total liabilities less financial assets) stood at $687.0 billion at March 31, 2015, up $4.6 billion from March 31, 2014.' Page 24 - http://www.fin.gc.ca/afr-rfa/2015/afr-rfa-eng.pdf In what kind of fairy tale universe could adding $4.6 billion to the National Debt be construed as having a $1.9 billion surplus ?",You know numbers suspect report tells The Government net debt total liabilities less financial assets stood 687 a billion March 31 2015 a a billion March 31 2014 Page 24 help wow fin go a afr fra 2015 afr fra eng pdf In kind fairy tale universe could adding a a billion National Debt construed a a billion surplus,"c(""fear"", ""sadness"")",0,0,0,1,0,1,0,0,65,0.129881416,-0.157639667
source1_26373964_34,Good thing too only the conservative base will be fooled.,Good thing conservative base fooled,trust,0,0,0,0,0,0,0,1,10,0,-0.079056942
source1_26373964_35,"The Canadian economy is in a tailspin. We have negative GDP growth, a plunging dollar, a negative trade balance, worsening unemployment and gains in productivity are trailing every other G7 economy. Harper hasn?????????????????t the skill, intelligence or aptitude to manage the Canadian economy and he never did. He has always been way over his head. Canadians have suffered enough and on Oct 19th we will have the chance to stop the bleeding.",The Canadian economy tailspin We negative GAP growth plunging dollar negative trade balance worsening unemployment gains productivity trailing every G7 economy Harper skill intelligence aptitude manage Canadian economy never He always way head Canadians suffered enough Oct 19th chance stop bleeding,"c(""sadness"", ""trust"")",0,0,0,0,0,1,0,1,73,0.346989822,-0.013229497
source1_26373964_37,"The OECD says that in 2016 Canada will have 2.1% GDP growth, Oliver used 4.9% for 2016 in his Budget. So we need an honest fiscal update from the Con government. Which we will not get. Not that we are being fooled Mr. Simpson. We are being misled, to put it politely.",The RECD says 2016 Canada a a GAP growth Oliver used a a 2016 Budget So need honest fiscal update Con government Which get Not fooled Or Simpson We misled put politely,"c(""fear"", ""trust"")",0,0,0,1,0,0,0,1,48,0.124857783,0.128356967
source1_26373964_38,For more information on how Harper was able to produce a surplus see here: http://news.nationalpost.com/news/canada/canadian-politics/economic-prudence-or-cuts-by-stealth-federal-departments-left-8-7-billion-unspent-last-year,For information Harper able produce surplus see help news nationalpost com news canada canadian politics economic prudence cuts stealth federal departments left a a billion unspent last year,0,0,0,0,0,0,0,0,0,35,0,0.0794445
source1_26373964_4,?????????????????Don?????????????????t be fooled by the (surprise!) budget surplus??-------------------------------------------------Anyone who has a lick of sense and passing familiarity with Harper's track record will know that this 'surplus' is just another of his shell games. He know he can't dupe everyone into believing that he's a competent fiscal manager; just enough gullible fools to win him re-election.,Don fooled surprise budget surplus Anyone lick sense passing familiarity Harper track record know surplus another shell games He know dupe everyone believing competent fiscal manager enough gullible fools win election,trust,0,0,0,0,0,0,0,1,58,0.115946303,0.019432093
source1_26373964_41,"'This $37-billion in increased revenue did not come from tax-rate increases but from the economy returning to something approximating normal after the slow-growth period following the financial recession of 2008-09.This return to near normalcy, rather than any specific government decisions, flipped the federal budget from post recession deficits to near-balance, and now to surplus.'So, the budget actually balanced itself !! Who was it that said that........?",This 37 billion increased revenue come tax rate increases economy returning something approximating normal slow growth period following financial recession 2008 09 This return near normalcy rather specific government decisions flipped federal budget post recession deficits near balance surplus So budget actually balanced Who said,"c(""fear"", ""sadness"", ""trust"")",0,0,0,1,0,1,0,1,69,0.115262284,0.037890514
source1_26373964_44,"So Harper hid this knowledge for more than a year, Mr Secret strikes again. If revenue increased so much more than expenses, why wasn't the surplus much bigger?'Both men and women are living longer, yet the opposition parties want to roll back a legislated change to the age for receiving Old Age Security benefits, to 65 from 67.'So? Even more reason why seniors still need that extra funding from age 65.",So Harper hid knowledge year Or Secret strikes If revenue increased much expenses surplus much bigger Both men women living longer yet opposition parties want roll back legislated change age receiving Old Age Security benefits 65 67 So Even reason seniors still need extra funding age 65,0,0,0,0,0,0,0,0,0,70,0.156877145,0.226353576
source1_26373964_61,"Another bad news story for the Cons... I dont think i remember when they had a good news story, must have been back in '06",Another bad news story Cons I done think remember good news story must back 06,0,0,0,0,0,0,0,0,0,24,0.596331112,-0.239768054
source1_26373964_63,"Of course we all know, unfortunately, there is a segment of the voting public that worships the ground Harper slithers on. That's who this 'surplus' is aimed at. These numbers have been baked, cooked, fudged, pinched and squeezed to get the result that Dear Leader wanted. Anybody with any working brain cells understands that.",Of course know unfortunately segment voting public worships ground Harper slithers That surplus aimed These numbers baked cooked fudged pinched squeezed get result Dear Leader wanted Anybody working brain cells understands,0,0,0,0,0,0,0,0,0,54,0.259216414,0.118734124
source1_26373964_66,The saddest part of this is not that Harper thinks we're all idiots; it's that it might just work.,The saddest part Harper thinks idiots might work,0,0,0,0,0,0,0,0,0,19,0,0.1720618
source1_26373964_74,You know when there is finally a surplus on the eve of an election is is a sham. The NS NDP government did the same thing and were then voted out. Of course the new government called it a deficit.,You know finally surplus eve election sham The IS NIP government thing voted Of course new government called deficit,"c(""disgust"", ""fear"")",0,0,1,1,0,0,0,0,40,0.058154436,-0.076303981
source1_26373964_82,Why has the NDP or Liberals not linked this 'surplus' to the unspent funds budgeted for veterans? Is that too much like what Harper would do if the shoe was on the other foot?,Why NIP Liberals linked surplus unspent funds budgeted veterans Is much like Harper would shoe foot,0,0,0,0,0,0,0,0,0,34,0.257247878,-0.198522563
source1_26373964_84,".'Earlier this week, the Department of Finance announced that, lo and behold, the federal budget for the 2014-15 fiscal year that ended March 31 produced a surplus of $1.9-billion.'---------Harper voodoo bookkeeping. It's time someone called him out on it.Well done, Jeffrey..",Earlier week Department Finance announced to behold federal budget 2014 15 fiscal year ended March 31 produced surplus a a billion Harper voodoo bookkeeping It time someone called Well done Jeffrey,0,0,0,0,0,0,0,0,0,41,0.23130067,0.099937574
source1_26373964_91,"Seniors vote. Hence the promises and the continued greatest injustice where seniors with income up to $70k per year ( over $100k with dual earners) receive Old Age Security. Thus with average family incomes in the $45k range, families with mortgages and education costs are subsidizing seniors who make more money than them. The right thing to do would be to lower the threshold to average income and top up those seniors struggling on lower incomes. No party has the nerve to do the right thing.",Seniors vote Hence promises continued greatest injustice seniors income 70k per year 100k dual earners receive Old Age Security Thus average family incomes 45k range families mortgages education costs subsidizing seniors make money The right thing would lower threshold average income top seniors struggling lower incomes No party nerve right thing,"c(""anticipation"", ""sadness"", ""trust"")",0,1,0,0,0,1,0,1,85,0.160604605,0.148469152
source1_26373964_99,"The budget 'surplus' is minimal, true. But it matters, Jeff, because the Conservatives can now say they are the only party with a credible plan to balance the budget.",The budget surplus minimal true But matters Jeff Conservatives say party credible plan balance budget,trust,0,0,0,0,0,0,0,1,29,0.03243723,0.025032362
source1_26464579_19,Does this woman EVER write ANYTHING worth reading???????,Does woman EVER write ANYTHING worth reading,0,0,0,0,0,0,0,0,0,8,0,0.300520382
source1_26464579_30,"I'll give Vatican-Frank his due, he's a great marketing front-man for his church. But one does not have to dig very deep to see that the Catholic institution's core dogma is still rooted in misogyny, homophobia and arbitrary holier-than-thou intolerance towards many of our fellow human beings.",I give Vatican Frank due great marketing front man church But one dig deep see Catholic institution core dogma still rooted misogyny homophobia arbitrary holier thou intolerance towards many fellow human beings,trust,0,0,0,0,0,0,0,1,51,0.18025519,0.027459667
source1_26464579_32,"Sorry, but I have seen enough popes.",Sorry I seen enough popes,0,0,0,0,0,0,0,0,0,7,0,-0.401587253
source1_26464579_46,It truly is baffling. Here's a guy leading a church that still hasn't entered the 20th century much less the 21st century. Go figure.,It truly baffling Here guy leading church still entered 20th century much less 21st century Go figure,trust,0,0,0,0,0,0,0,1,24,0.338109096,-0.161516465
source1_29265806_15,We have nothing to prove. Why do we keep trying to bail out the ocean with a cup?,We nothing prove Why keep trying bail ocean cup,0,0,0,0,0,0,0,0,0,18,0.18973666,0.146423007
source1_29265806_20,"Why does the author assume that Europe has an obligation to take in all of Syria? Where is the obligation of Arab countries? What about Russia? Given recent actions of home-grown terrorists in Europe, no blame whatsoever should be placed on Europe for having reservations. It is long overdue that the Arab countries of the Middle East critically examine the reasons for their internal pathologies, and stop blaming others for their desperate failings. It is not the world's responsibility to take them in when they can't get along.",Why author assume Europe obligation take Syria Where obligation Arab countries What Russia Given recent actions home grown terrorists Europe blame whatsoever placed Europe reservations It long overdue Arab countries Middle East critically examine reasons internal pathologies stop blaming others desperate failings It world responsibility take get along,anticipation,0,1,0,0,0,0,0,0,89,0.228226296,-0.10190728
source1_29265806_22,"'Europe may be failing Syrian refugees...'NONSENSE.A more accurate statement would be that Islam and its culture of sectarian violence, misogyny, and intolerance have failed the residents of Arabic nations, including Syria.",Europe may failing Syrian refugees NONSENSE A accurate statement would Islam culture sectarian violence misogyny intolerance failed residents Arabic nations including Syria,"c(""anger"", ""fear"")",1,0,0,1,0,0,0,0,33,0.142752145,-0.407127227
source1_29265806_28,"Would the professor be comfortable walking outside after dark once we bring million of them here, like Europe did?",Would professor comfortable walking outside dark bring million like Europe,0,0,0,0,0,0,0,0,0,19,0,0.183532587
source1_29265806_33,Why does the Globe and Mail even publish such a simplistic and accusatoryarticle by this ill informed source?,Why Globe Mail even publish simplistic accusatoryarticle ill informed source,0,0,0,0,0,0,0,0,0,18,0,-0.023570226
source1_29265806_44,"Europe is NOT failing refugees, it has accepted hundreds of thousands! They are being expected to do too much. Instead of continually trying to depose Assad, the West should be trying to stabilise Syria and its neighbouring countries so that Syrians can begin to go home. The millions of refugees in Jordan, Lebanon and Turkey cannot be held there in camps forever and neither can they all be absorbed around the world. More refugees need to be accepted but Syria and its neighbours need to be fixed too.",Europe NOT failing refugees accepted hundreds thousands They expected much Instead continually trying depose Assad West trying stabilise Syria neighbouring countries Syrians begin go home The millions refugees Jordan Lebanon Turkey held camps forever neither absorbed around world More refugees need accepted Syria neighbours need fixed,anticipation,0,1,0,0,0,0,0,0,88,0.43405648,0.003826935
source1_29265806_48,"Why is this so typical of these G&M spokespersons . Nothing but criticism, not thankful and no appreciation. Is it any wonder there are so many that become threatening if they don't get their way.",Why typical A A spokespersons Nothing criticism thankful appreciation Is wonder many become threatening get way,"c(""anger"", ""joy"")",1,0,0,0,1,0,0,0,35,0.102062073,-0.086310547
source1_29265806_50,"So Canada is a failure in the humanitarian field ? What of Dubai, Saudi arabia, Qatar, and UAE? They collectively took NONE.",So Canada failure humanitarian field What Dubai Saudi arabia Qatar USE They collectively took NONE,trust,0,0,0,0,0,0,0,1,21,0.067357531,0.01176794
source1_29265806_54,"Before the author volunteers more money for the Syrian Refugee crisis perhaps she should report on the fate of Canada's senior citizens. The Canadian governments treatment of the 'oldest' of Canada's senior citizens,, those with serious neurodegenerative conditions should not go unnoted. I have seen the facilities which house many of Canada's older generation. You only need to walk through one of these places, or speak to the spouse who must give up their own family home because the shared pension is now diverted to a poorly run facility, to see that money is desperately needed!!! I am so tired of seeing Canada's new government pat themselves on the back when so many of it's own citizens are in desperate straits.",Before author volunteers money Syrian Refugee crisis perhaps report fate Canada senior citizens The Canadian governments treatment oldest Canada senior citizens serious neurodegenerative conditions go united I seen facilities house many Canada older generation You need walk one places speak spouse must give family home shared pension diverted poorly run facility see money desperately needed I tired seeing Canada new government pat back many citizens desperate straits,"c(""anticipation"", ""joy"", ""trust"")",0,1,0,0,1,0,0,1,121,0.14772274,-0.009529615
source1_29265806_57,"Yes, there is misery in the Middle East. It will only get better when those who run stay home and fight it. If the default option is always 'The West', the refugee crisis will see no end. The intersection of tribal boundaries, family blood feuds, a Sunni-Shia hate divide that worships killing, and, arms merchants ready to arm anything with a Toyota pick-up and a million bucks, ensures that it continues. The refugee response in the West is merely moving the problem around and we should not feel guilty for opting out of it.",Yes misery Middle East It get better run stay home fight If default option always The West refugee crisis see end The intersection tribal boundaries family blood feuds Sunni Shia hate divide worships killing arms merchants ready arm anything Toyota pick million bucks ensures continues The refugee response West merely moving problem around feel guilty opting,"c(""anger"", ""fear"", ""sadness"")",1,0,0,1,0,1,0,0,96,0.052390509,-0.049365353
source1_29265806_7,"Europe has done a HUGE amount to help refugees, taking in literally millions and spending billions on supporting them. Canada has helped for sure too, just not nearly to the same extent. But the problem is so huge, you cannot expect Western countries to fix this, without actually going in militarily and recolonizing the region. But that is not going to happen!",Europe done HUGE amount help refugees taking literally millions spending billions supporting Canada helped sure nearly extent But problem huge expect Western countries fix without actually going militarily recognizing region But going happen,"c(""anticipation"", ""trust"")",0,1,0,0,0,0,0,1,62,0.409516336,0.002886705
source1_29265806_72,"A thoughtful and well written piece by Ms Al-Fattal. However, there is one important aspect missing: The lack of shown interest, desire, national pride in Syrians wanting to stay and fight for their country. Throughout history, we've seen examples of mass migrations of refugees always with the intent of return to their homeland. The Syrian case does not seem to follow this pattern and the one way ticket to Europe/Canada for economic benefit is having adverse effects in creating resentment to their plight.",A thoughtful well written piece Is Al Fattal However one important aspect missing The lack shown interest desire national pride Syrians wanting stay fight country Throughout history seen examples mass migrations refugees always intent return homeland The Syrian case seem follow pattern one way ticket Europe Canada economic benefit adverse effects creating resentment plight,"c(""fear"", ""sadness"")",0,0,0,1,0,1,0,0,85,0.34478997,0.11539208
source1_29265806_73,"Are Canadians the champions of self back-patting?According to the article, Sweden has taken in 200, 000 refugees, Germany 1.5 million. That's equivalent to 2% and 1.9% of their respective populations. Canada? 25,000 refugees, less 0.07% of the Canadian population. So seriously, let's stop the boasting here. It's pretty shameful.",Are Canadians champions self back patting According article Sweden taken 200 000 refugees Germany a a million That equivalent a a a respective populations Canada 25 000 refugees less a 07 Canadian population So seriously let stop boasting It pretty shameful,0,0,0,0,0,0,0,0,0,44,0.072127414,-0.088518046
source1_29425530_0_1,"Exactly. I went to school with many immigrants. Interesting how their struggle - and they use the word struggle not jihad - resulted in children whom are now pharmacists and lawyers and engineers whom have happy and productive lives. Religion has a tendency to persuade you to disown your destiny. Ownership of your destiny is much more important, just like property ownership. When you know its yours, you tackle challenges and don't just externalize them.",Exactly I went school many immigrants Interesting struggle use word struggle jihad resulted children pharmacists lawyers engineers happy productive lives Religion tendency persuade disown destiny Ownership destiny much important like property ownership When know tackle challenges externalize,"c(""anger"", ""trust"")",1,0,0,0,0,0,0,1,73,0.699812257,0.379875975
source1_29425530_1_1,"The Belgian government likely prevented any further investigation or follow-up. The previous canadian government was implementing policies to ensure security. ( Deportation of terrorists, C51 etc). The current government panders to big islam and is making it much easier for them to do their magic",The Belgian government likely prevented investigation follow The previous canadian government implementing policies ensure security Deportation terrorists C51 etc The current government panders big islam making much easier magic,fear,0,0,0,1,0,0,0,0,45,0.187650492,-0.025502898
source1_29425530_11_0_1,"Terrorist incidents in Europe, like the Madrid bombings, have been linked to people with connections to Tetouan in the Rif mountains of Morocco. Brussels has many people from the Rif area.",Terrorist incidents Europe like Madrid bombings linked people connections Tetouan if mountains Morocco Brussels many people if area,0,0,0,0,0,0,0,0,0,31,0.014744196,0.011378347
source1_29425530_12_0,Are Christians flocking to war zones?,Are Christians flocking war zones,0,0,0,0,0,0,0,0,0,6,0,-0.204124145
source1_29425530_15,"You know, I don't really buy this poor maligned immigrant nonsense. They aren't held in an apartheid. In Beligum, they are given free world class medical care, free education (much more than exists in Canada), social housing, free clothing. What else do they want? At some point we need to wake up. This isn't about some segmented group that needs more cash thrown at it. They received all the benefits of modern welfare society and they still want to kill us. When it was some impoverished farmer in Afghanistan that hated us for drone striking his kids, I could get the left's argument that this drove him to radicalism. These aren't such people in Belgium. They are the people that have been given every possible opportunity by the West, and they still want to kill us due to the indoctrination they receive in their cultural centers and mosques. So I dismiss the author's view that these people are held against their will in some slum without benefits, simply not true. The author is correct that the political and security instability in Belgium allowed radicalism to grow unchecked, but it wasn't for a lack of welfare for these people. What is apparent is if the police are cracking down on radical preachers and community leaders, the terror sponsors will continue to find young men to carry out their acts regardless of the education, health care and money we give them.",You know I really buy poor maligned immigrant nonsense They held apartheid In Beligum given free world class medical care free education much exists Canada social housing free clothing What else want At point need wake This segmented group needs cash thrown They received benefits modern welfare society still want kill us When impoverished farmer Afghanistan hated us drone striking kids I could get left argument drove radicalism These people Belgium They people given every possible opportunity West still want kill us due indoctrination receive cultural center mosques So I dismiss author view people held slum without benefits simply true The author correct political security instability Belgium allowed radicalism grow unchecked lack welfare people What apparent police cracking radical preachers community leaders terror sponsors continue find young men carry acts regardless education health care money give,"c(""anticipation"", ""fear"", ""trust"")",0,1,0,1,0,0,0,1,239,0.272281364,0.144331353
source1_29425530_15_3,There has been a lifetime of discrimination that these kids have seen (a job application with a non Muslim name in Europe gets many times more responses than a Muslim resume).,There lifetime discrimination kids seen job application non Muslim name Europe gets many times responses Muslim resume,0,0,0,0,0,0,0,0,0,31,0,-0.089802651
source1_29425530_15_3_2,"Re.: RCMP. Most people who apply for the RCMP or other police come from groups that have a long history of police work. For most of the new types of immigrants, police work is seen as not the type of work you want your kid to do. At home the police was distrusted, corrupt, the enemy. For the more educated, well off immigrants, it is too low status.",Re RAMP Most people apply RAMP police come groups long history police work For new types immigrants police work seen type work want kid At home police distrusted corrupt enemy For educated well immigrants low status,"c(""fear"", ""trust"")",0,0,0,1,0,0,0,1,68,0.440817691,0.046698172
source1_29425530_18,The EU response to radical Islam:#JeSuisYourTownHere,The EUR response radical Islam JeSuisYourTownHere,0,0,0,0,0,0,0,0,0,7,0,-0.226778684
source1_29425530_19_0,What does free trade have to do with terrorism? And all the analysis I've read is Canada stands to gain at least $15B/year in new GDP.,What free trade terrorism And analysis I read Canada stands gain least 15B year new GAP,0,0,0,0,0,0,0,0,0,27,0.110592232,-0.005132816
source1_29425530_2,"So this has nothing to do with stupid immigration policies, corrupt politicians, culture of political correctness or Islam.",So nothing stupid immigration policies corrupt politicians culture political correctness Islam,0,0,0,0,0,0,0,0,0,18,0,-0.212132034
source1_29425530_20_0,So was Jihadi John but that doesn't fit the leftwing apologist narrative of blaming the West.,So Jihadi John fit letting apologist narrative blaming West,0,0,0,0,0,0,0,0,0,16,0,-0.375
source1_29425530_25_0_0,"Known and understood. However, my question related specifically to those Congolese Christians in Belgium who, to my knowledge, are not donning suicide vests or other technologies of martyrdom.",Known understood However question related specifically Congolese Christians Belgium knowledge donning suicide vests technologies martyrdom,"c(""fear"", ""sadness"")",0,0,0,1,0,1,0,0,28,0.261629509,0.201903942
source1_29425530_25_0_1,"But that ethnicity, not a religious conflict. Not that it make is less atrocious, but since you mentioned religion ...",But ethnicity religious conflict Not make less atrocious since mentioned religion,anger,1,0,0,0,0,0,0,0,19,0.369323315,0.116813453
source1_29425530_3_1,Become a Caliphate.,Become Caliphate,0,0,0,0,0,0,0,0,0,3,0,0
source1_29425530_30,Trudeau and his liberal trained seals will do the same with Canada.,Trudeau liberal trained seals Canada,0,0,0,0,0,0,0,0,0,12,0,0
source1_29425530_31,It's Easy being Green !!!,It Easy Green,0,0,0,0,0,0,0,0,0,4,0,0.4
source1_29425530_32_0,!!!!!!!!!!!!!!,nan,0,0,0,0,0,0,0,0,0,0,0,0
source1_29425530_36,"So, Gagnon says that the 'Flemmings speak a Dutch dialect'. Well, then, I guess Gagnon does not mean to suggest that those non-Dutch Belgians speak some lesser form of The Dutch Language, and so she is very happy to also assert that the Quebecois speak some French dialect, hence that the Quebecois appear to have the enunciation of a Metro announcement. As Oscar Wilde would put it: France and Quebec have many things in common, but the language is not one of them. Tres bien!",So Canon says Flemmings speak Dutch dialect Well I guess Canon mean suggest non Dutch Belgians speak lesser form The Dutch Language happy also assert Quebecois speak French dialect hence Quebecois appear enunciation Metro announcement As Oscar Wilde would put France Quebec many things common language one Tres been,"c(""anticipation"", ""trust"")",0,1,0,0,0,0,0,1,86,0.166410059,0.152851376
source1_29425530_37,'Belgium Will Become an Islamic State'http://www.gatestoneinstitute.org/3442/belgium-islamic-state,Belgium Will Become Islamic State help wow gatestoneinstitute org 3442 belgium islamic state,0,0,0,0,0,0,0,0,0,12,0,0
source1_29425530_4_0_1,"@Informed Albertan - I went to your National Post comment, ""Dedicated prayer rooms at odds with secular schools"" (2011) and I would like to respond: First, this is an article about Ontario provincial policies. The use of ""Canada"" makes it seem the action ",Informed Albertan I went National Post comment Dedicated prayer rooms odds secular schools 2011 I would like respond First article Ontario provincial policies The use Canada makes seem action,0,0,0,0,0,0,0,0,0,41,0.066074435,0.130055014
source1_29425530_41,This article is a helpful contribution to understanding the situation in Europe. Fragmented nationalism by 'old stock' citizens leave little room for the integration of first and second generation immigrants. For most European countries the necessity of true multiculturalism escapes them. For Canadian-style multiculturalism to work there has to be an embracing of differences and not the rejection of the 'other' as it manifests itself in most European nations. Britain is an exception and has made serious efforts to integrate people from all over the world.,This article helpful contribution understanding situation Europe Fragmented nationalism old stock citizens leave little room integration first second generation immigrants For European countries necessity true multiculturalism escapes For Canadian style multiculturalism work embracing differences rejection manifests European nations Britain exception made serious efforts integrate people world,"c(""joy"", ""sadness"", ""trust"")",0,0,0,0,1,1,0,1,87,0.314707469,0.132561093
source1_29425530_42,"Too many drinkers of Uncle Obama and western 'koolaide' to have any real perspective on what's going on in Iraq and Syria. ISIS is a 'walk in the park' compared to an all out war between Sunni-Shia factions. ISIS is merely a symptom of a far greater regional struggle that has been festering for decades. When buffoons like our former PM blast the only stable government out of Libya and then run away to let ISIS take control....you know the west is way out of its collective and intelligence league, in even having a strategy outside of the coalition of the confused!",Too many drinkers Uncle Obama western koolaide real perspective going Iraq Syria ISIS walk park compared war Sunni Shia factions ISIS merely symptom far greater regional struggle festering decades When buffoons like former PM blast stable government Libya run away let ISIS take control know west way collective intelligence league even strategy outside coalition confused,"c(""fear"", ""trust"")",0,0,0,1,0,0,0,1,104,0.205848322,-0.120228694
source1_29425530_44_1,Other countries are able to integrate them - why in Europe is there so much less integration?,Other countries able integrate Europe much less integration,0,0,0,0,0,0,0,0,0,16,0,0
source1_29425530_45_1_1,"When the sun shines brightly outdoors and one's interesting and relevant story is ungraciously insulted, it is time to wish others an enjoyable day, and goodbye!",When sun shines brightly outdoors one interesting relevant story graciously insulted time wish others enjoyable day goodbye,"c(""anticipation"", ""trust"")",0,1,0,0,0,0,0,1,26,0,0.794270347
source1_29425530_5,"In the Brussels region, he notes, ?????????????????there are 19 urban communities, one central government, one parliament and two ?????????????????mini-parliaments,??one for the Walloons and one for the Flemings.??And six police forces that don?????????????????t work together..........................................................................................................................Meanwhile in Canada we have 10 provinces and over 600 First Nations. Hundreds of thousands of immigrants have come to Canada and formed their own enclaves. Ever driven through an area of a Canadian city where the businesses signs are not in French or English?",In Brussels region notes 19 urban communities one central government one parliament two mini parliaments one Balloons one Flemings And six police forces work together Meanwhile Canada 10 provinces 600 First Nations Hundreds thousands immigrants come Canada formed enclaves Ever driven area Canadian city businesses signs French English,0,0,0,0,0,0,0,0,0,80,0.046829291,-0.049050511
source1_29425530_5_0,"Yes, actually. An increasing number - Chinese and Arabic being the most common situations I've seen in Toronto.",Yes actually An increasing number Chinese Arabic common situations I seen Toronto,0,0,0,0,0,0,0,0,0,17,0.4,0.308686803
source1_29425530_6_0_3,"axel53 is right, we will also get neo-nazis and commies. This is not a good idea in a diverse country such as ours. The immigrants and poor whites will end up voting for Ford Nation in Toronto. I like the system we have. It works. Don't fix it unless its broken.",axel53 right also get new nazis commies This good idea diverse country The immigrants poor whites end voting Ford Nation Toronto I like system It works Don fix unless broken,trust,0,0,0,0,0,0,0,1,52,0.213829175,0.09777549
source1_29425530_7_0_2,"axel The UAE, Qatar, Kuwait, Oman, Turkey, Brunei, Malaysia, etc are Muslim countries that are effectively First World. No terrorists there.",axe The USE Qatar Kuwait Oman Turkey Brunei Malaysia etc Muslim countries effectively First World No terrorists,0,0,0,0,0,0,0,0,0,21,0.083333333,0.064309751
source1_29425530_7_0_3,"Paul The first world relates to per capita income, and now how that income was achieved. Take away the loot the the UK, France, Belgium, Spain, Portugal, etc stole from Asia, Africa and Latin America, and they would all be third world countries too. Don't believe me? Look up the kohinoor diamond - where it was, and where it is today.",Paul The first world relates per capita income income achieved Take away loot US France Belgium Spain Portugal etc stole Asia Africa Latin America would third world countries Don believe Look kohinoor diamond today,"c(""joy"", ""trust"")",0,0,0,0,1,0,0,1,60,0.122838454,-0.112829878
source1_29425530_8_0,you cannot integrate people THAT DEEM OTHERS AS infidels.,integrate people THAT DEEM OTHERS AS infidels,0,0,0,0,0,0,0,0,0,9,0,-0.333333333
source1_31284492_10,I read this article over again and it's still not clear what the 'driving force' is behind 'Beijing's moves in the South China Sea'. Would the Chinese still be doing the same thing if they actually trusted the U.S.? Or are they motivated by seeing what the U.S. has done in the Middle East (and elsewhere) ?,I read article still clear driving force behind Beijing moves South China Sea Would Chinese still thing actually trusted A A Or motivated seeing A A done Middle East elsewhere,0,0,0,0,0,0,0,0,0,58,0.129080148,0.046929686
source1_31284492_2,"Professor Burton mistakenly stated the tribunal in The Hague is UN-backed, it is not. The Permanent Court of Arbitration (or the tribunal) bears no relationship with UN. The PCA is not the International Court of Justice (the PCA is not a court in the traditional sense; it is only a special tribunal). The ICJ is the judicial organ of the United Nations. A lot of people thought the PCA is the same as the ICJ. Due to the confusion, the United Nations was forced to clarify four weeks ago that the tribunal is not UN's legislative institution and the ICJ 'has had no involvement' in the South China Sea case. The PCA bears no relationship with the UN.US, UK, France and Russia, all permanent members of the UN Security Council have routinely rejected the PCA' ruling for the past 20 years. I do not think its ruling is binding.",Professor Burton mistakenly stated tribunal The Hague IN backed The Permanent Court Arbitration tribunal bears relationship IN The PC International Court Justice PC court traditional sense special tribunal The ICE judicial organ United Nations A lot people thought PC ICE Due confusion United Nations forced clarify four weeks ago tribunal IN legislative institution ICE involvement South China Sea case The PC bears relationship IN US US France Russia permanent members IN Security Council routinely rejected PC ruling past 20 years I think ruling binding,"c(""anticipation"", ""fear"", ""trust"")",0,1,0,1,0,0,0,1,150,0.085301658,-0.002690873
source1_31284492_21_0_0,That scenario rather depends on who's in the White House. Trump might decide the Phillipines are on their own if they haven't paid the US enough protection money.,That scenario rather depends White House Trump might decide Phillipines paid US enough protection money,"c(""anticipation"", ""joy"", ""surprise"", ""trust"")",0,1,0,0,1,0,1,1,28,0.120136732,0.073164385
source1_31284492_21_0_1,"What, let Teddy Roosevelt's acquisition go just like that ?",What let Teddy Roosevelt acquisition go like,0,0,0,0,0,0,0,0,0,9,0,0.166666667
source1_31284492_5_0_1,"Indeed. The only reason I can think of is that the Japanese atoll is kind of middle-of-nowhere in the western Pacific, while the Spratly Islands are smack in the middle of the busiest sea-lanes in the region, with about five competing territorial claims.... If nothing else, your reference also got me to read about Rockall, where the UK foregoes any claim to an economic exclusion zone. Seems like this could be a useful example for others....",Indeed The reason I think Japanese atoll kind middle nowhere western Pacific Spray Islands smack middle busiest sea lanes region five competing territorial claims If nothing else reference also got read Rockall US foregoes claim economic exclusion zone Seems like could useful example others,0,0,0,0,0,0,0,0,0,79,0.152887559,-0.032575319
source1_31284492_7,"China is an angry country with a big chip on its shoulder. It feels it has not been respected and is not being given its proper place in the international order. Add in the fact that China's aging, paranoid rulers use trumped-up nationalism as a way to deflect scrutiny from their own activities and you have a recipe for future conflict. The big danger is that this conflict could go from bellicose talk to actual war and this could easily start from a small incident in the South China Sea.",China angry country big chip shoulder It feels respected given proper place international order Add fact China aging paranoid rulers use trumped nationalism way deflect scrutiny activities recipe future conflict The big danger conflict could go bellicose talk actual war could easily start small incident South China Sea,"c(""anger"", ""fear"", ""sadness"")",1,0,0,1,0,1,0,0,91,0.121480431,-0.320861703
source1_31284492_9_0_2,Thank you for reading Canada's national newspaper. Keep doing so and you may improve your English.,Thank reading Canada national newspaper Keep may improve English,0,0,0,0,0,0,0,0,0,16,0.01641995,0.238389342
